"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|NL","Actual Total Load [MW] - BZN|NL"
"24.07.2020 18:45 - 24.07.2020 19:00","12485","12088"
"24.07.2020 19:00 - 24.07.2020 19:15","12564","12231"
"24.07.2020 19:15 - 24.07.2020 19:30","12682","12292"
"24.07.2020 19:30 - 24.07.2020 19:45","12786","12393"
"24.07.2020 19:45 - 24.07.2020 20:00","12922","12488"
"24.07.2020 20:00 - 24.07.2020 20:15","13023","12484"
"24.07.2020 20:15 - 24.07.2020 20:30","13121","12568"
"24.07.2020 20:30 - 24.07.2020 20:45","13175","12586"
"24.07.2020 20:45 - 24.07.2020 21:00","13183","12588"
"24.07.2020 21:00 - 24.07.2020 21:15","13166","12535"
"24.07.2020 21:15 - 24.07.2020 21:30","13121","12518"
"24.07.2020 21:30 - 24.07.2020 21:45","13059","12457"
"24.07.2020 21:45 - 24.07.2020 22:00","13046","12540"
"24.07.2020 22:00 - 24.07.2020 22:15","13082","12492"
"24.07.2020 22:15 - 24.07.2020 22:30","13210","12442"
"24.07.2020 22:30 - 24.07.2020 22:45","13225","12338"
"24.07.2020 22:45 - 24.07.2020 23:00","13141","12156"
"24.07.2020 23:00 - 24.07.2020 23:15","13085","12149"
"24.07.2020 23:15 - 24.07.2020 23:30","13061","12039"
"24.07.2020 23:30 - 24.07.2020 23:45","12950","11876"
"24.07.2020 23:45 - 25.07.2020 00:00","12767","11682"
"25.07.2020 00:00 - 25.07.2020 00:15","12748","11483"
"25.07.2020 00:15 - 25.07.2020 00:30","12596","11325"
"25.07.2020 00:30 - 25.07.2020 00:45","12413","11150"
"25.07.2020 00:45 - 25.07.2020 01:00","12245","11021"
"25.07.2020 01:00 - 25.07.2020 01:15","12130","10890"
"25.07.2020 01:15 - 25.07.2020 01:30","12026","10709"
"25.07.2020 01:30 - 25.07.2020 01:45","11930","10625"
"25.07.2020 01:45 - 25.07.2020 02:00","11824","10493"
"25.07.2020 02:00 - 25.07.2020 02:15","11748","10427"
"25.07.2020 02:15 - 25.07.2020 02:30","11695","10335"
"25.07.2020 02:30 - 25.07.2020 02:45","11647","10244"
"25.07.2020 02:45 - 25.07.2020 03:00","11580","10227"
"25.07.2020 03:00 - 25.07.2020 03:15","11526","10177"
"25.07.2020 03:15 - 25.07.2020 03:30","11493","10169"
"25.07.2020 03:30 - 25.07.2020 03:45","11434","10143"
"25.07.2020 03:45 - 25.07.2020 04:00","11409","10141"
"25.07.2020 04:00 - 25.07.2020 04:15","11386","10109"
"25.07.2020 04:15 - 25.07.2020 04:30","11361","10076"
"25.07.2020 04:30 - 25.07.2020 04:45","11357","10045"
"25.07.2020 04:45 - 25.07.2020 05:00","11351","10044"
"25.07.2020 05:00 - 25.07.2020 05:15","11318","10054"
"25.07.2020 05:15 - 25.07.2020 05:30","11274","10043"
"25.07.2020 05:30 - 25.07.2020 05:45","11200","10013"
"25.07.2020 05:45 - 25.07.2020 06:00","11148","9959"
"25.07.2020 06:00 - 25.07.2020 06:15","11141","9994"
"25.07.2020 06:15 - 25.07.2020 06:30","11153","9950"
"25.07.2020 06:30 - 25.07.2020 06:45","11147","9974"
"25.07.2020 06:45 - 25.07.2020 07:00","11115","9964"
"25.07.2020 07:00 - 25.07.2020 07:15","11009","9971"
"25.07.2020 07:15 - 25.07.2020 07:30","10910","10000"
"25.07.2020 07:30 - 25.07.2020 07:45","10805","10023"
"25.07.2020 07:45 - 25.07.2020 08:00","10683","10048"
"25.07.2020 08:00 - 25.07.2020 08:15","10573","10092"
"25.07.2020 08:15 - 25.07.2020 08:30","10486","10180"
"25.07.2020 08:30 - 25.07.2020 08:45","10435","10299"
"25.07.2020 08:45 - 25.07.2020 09:00","10395","10452"
"25.07.2020 09:00 - 25.07.2020 09:15","10352","10618"
"25.07.2020 09:15 - 25.07.2020 09:30","10325","10744"
"25.07.2020 09:30 - 25.07.2020 09:45","10258","10858"
"25.07.2020 09:45 - 25.07.2020 10:00","10196","11023"
"25.07.2020 10:00 - 25.07.2020 10:15","10159","11104"
"25.07.2020 10:15 - 25.07.2020 10:30","10121","11164"
"25.07.2020 10:30 - 25.07.2020 10:45","10024","11234"
"25.07.2020 10:45 - 25.07.2020 11:00","9941","11223"
"25.07.2020 11:00 - 25.07.2020 11:15","9876","11286"
"25.07.2020 11:15 - 25.07.2020 11:30","9880","11392"
"25.07.2020 11:30 - 25.07.2020 11:45","9868","11400"
"25.07.2020 11:45 - 25.07.2020 12:00","9814","11494"
"25.07.2020 12:00 - 25.07.2020 12:15","9805","11500"
"25.07.2020 12:15 - 25.07.2020 12:30","9797","11533"
"25.07.2020 12:30 - 25.07.2020 12:45","9771","11574"
"25.07.2020 12:45 - 25.07.2020 13:00","9748","11512"
"25.07.2020 13:00 - 25.07.2020 13:15","9715","11451"
"25.07.2020 13:15 - 25.07.2020 13:30","9663","11329"
"25.07.2020 13:30 - 25.07.2020 13:45","9617","11235"
"25.07.2020 13:45 - 25.07.2020 14:00","9600","11123"
"25.07.2020 14:00 - 25.07.2020 14:15","9621","10886"
"25.07.2020 14:15 - 25.07.2020 14:30","9656","10754"
"25.07.2020 14:30 - 25.07.2020 14:45","9680","10641"
"25.07.2020 14:45 - 25.07.2020 15:00","9682","10551"
"25.07.2020 15:00 - 25.07.2020 15:15","9686","10529"
"25.07.2020 15:15 - 25.07.2020 15:30","9738","10522"
"25.07.2020 15:30 - 25.07.2020 15:45","9771","10542"
"25.07.2020 15:45 - 25.07.2020 16:00","9798","10527"
"25.07.2020 16:00 - 25.07.2020 16:15","9843","10563"
"25.07.2020 16:15 - 25.07.2020 16:30","9952","10577"
"25.07.2020 16:30 - 25.07.2020 16:45","10124","10735"
"25.07.2020 16:45 - 25.07.2020 17:00","10277","10995"
"25.07.2020 17:00 - 25.07.2020 17:15","10459","11158"
"25.07.2020 17:15 - 25.07.2020 17:30","10715","11294"
"25.07.2020 17:30 - 25.07.2020 17:45","10970","11470"
"25.07.2020 17:45 - 25.07.2020 18:00","11168","11576"
"25.07.2020 18:00 - 25.07.2020 18:15","11323","11627"
"25.07.2020 18:15 - 25.07.2020 18:30","11417","11618"
"25.07.2020 18:30 - 25.07.2020 18:45","11530","11632"
"25.07.2020 18:45 - 25.07.2020 19:00","11600","11667"
"25.07.2020 19:00 - 25.07.2020 19:15","11714","11730"
"25.07.2020 19:15 - 25.07.2020 19:30","11899","11780"
"25.07.2020 19:30 - 25.07.2020 19:45","12042","11787"
"25.07.2020 19:45 - 25.07.2020 20:00","12153","11835"
"25.07.2020 20:00 - 25.07.2020 20:15","12298","11860"
"25.07.2020 20:15 - 25.07.2020 20:30","12459","11914"
"25.07.2020 20:30 - 25.07.2020 20:45","12545","11915"
"25.07.2020 20:45 - 25.07.2020 21:00","12564","11867"
"25.07.2020 21:00 - 25.07.2020 21:15","12601","11807"
"25.07.2020 21:15 - 25.07.2020 21:30","12630","11773"
"25.07.2020 21:30 - 25.07.2020 21:45","12623","11795"
"25.07.2020 21:45 - 25.07.2020 22:00","12631","11850"
"25.07.2020 22:00 - 25.07.2020 22:15","12679","11805"
"25.07.2020 22:15 - 25.07.2020 22:30","12779","11763"
"25.07.2020 22:30 - 25.07.2020 22:45","12824","11647"
"25.07.2020 22:45 - 25.07.2020 23:00","12754","11573"
"25.07.2020 23:00 - 25.07.2020 23:15","12679","11489"
"25.07.2020 23:15 - 25.07.2020 23:30","12630","11347"
"25.07.2020 23:30 - 25.07.2020 23:45","12547","11230"
"25.07.2020 23:45 - 26.07.2020 00:00","12441","11056"
"26.07.2020 00:00 - 26.07.2020 00:15","12322","10945"
"26.07.2020 00:15 - 26.07.2020 00:30","12207","10820"
"26.07.2020 00:30 - 26.07.2020 00:45","12112","10681"
"26.07.2020 00:45 - 26.07.2020 01:00","11995","10531"
"26.07.2020 01:00 - 26.07.2020 01:15","11883","10415"
"26.07.2020 01:15 - 26.07.2020 01:30","11793","10313"
"26.07.2020 01:30 - 26.07.2020 01:45","11704","10257"
"26.07.2020 01:45 - 26.07.2020 02:00","11604","10134"
"26.07.2020 02:00 - 26.07.2020 02:15","11493","10081"
"26.07.2020 02:15 - 26.07.2020 02:30","11426","10033"
"26.07.2020 02:30 - 26.07.2020 02:45","11380","10028"
"26.07.2020 02:45 - 26.07.2020 03:00","11328","9960"
"26.07.2020 03:00 - 26.07.2020 03:15","11272","9939"
"26.07.2020 03:15 - 26.07.2020 03:30","11217","9919"
"26.07.2020 03:30 - 26.07.2020 03:45","11157","9881"
"26.07.2020 03:45 - 26.07.2020 04:00","11143","9823"
"26.07.2020 04:00 - 26.07.2020 04:15","11104","9839"
"26.07.2020 04:15 - 26.07.2020 04:30","11070","9803"
"26.07.2020 04:30 - 26.07.2020 04:45","11054","9806"
"26.07.2020 04:45 - 26.07.2020 05:00","11032","9767"
"26.07.2020 05:00 - 26.07.2020 05:15","11016","9828"
"26.07.2020 05:15 - 26.07.2020 05:30","10975","9794"
"26.07.2020 05:30 - 26.07.2020 05:45","10871","9765"
"26.07.2020 05:45 - 26.07.2020 06:00","10792","9592"
"26.07.2020 06:00 - 26.07.2020 06:15","10722","9573"
"26.07.2020 06:15 - 26.07.2020 06:30","10653","9579"
"26.07.2020 06:30 - 26.07.2020 06:45","10587","9509"
"26.07.2020 06:45 - 26.07.2020 07:00","10489","9464"
"26.07.2020 07:00 - 26.07.2020 07:15","10364","9374"
"26.07.2020 07:15 - 26.07.2020 07:30","10245","9312"
"26.07.2020 07:30 - 26.07.2020 07:45","10156","9184"
"26.07.2020 07:45 - 26.07.2020 08:00","10029","9134"
"26.07.2020 08:00 - 26.07.2020 08:15","9898","9151"
"26.07.2020 08:15 - 26.07.2020 08:30","9815","9146"
"26.07.2020 08:30 - 26.07.2020 08:45","9768","9142"
"26.07.2020 08:45 - 26.07.2020 09:00","9740","9146"
"26.07.2020 09:00 - 26.07.2020 09:15","9719","9166"
"26.07.2020 09:15 - 26.07.2020 09:30","9682","9133"
"26.07.2020 09:30 - 26.07.2020 09:45","9640","9139"
"26.07.2020 09:45 - 26.07.2020 10:00","9579","9132"
"26.07.2020 10:00 - 26.07.2020 10:15","9502","9110"
"26.07.2020 10:15 - 26.07.2020 10:30","9379","9055"
"26.07.2020 10:30 - 26.07.2020 10:45","9254","8970"
"26.07.2020 10:45 - 26.07.2020 11:00","9163","8992"
"26.07.2020 11:00 - 26.07.2020 11:15","9074","8983"
"26.07.2020 11:15 - 26.07.2020 11:30","8978","8946"
"26.07.2020 11:30 - 26.07.2020 11:45","8903","8938"
"26.07.2020 11:45 - 26.07.2020 12:00","8867","8888"
"26.07.2020 12:00 - 26.07.2020 12:15","8832","8853"
"26.07.2020 12:15 - 26.07.2020 12:30","8760","8824"
"26.07.2020 12:30 - 26.07.2020 12:45","8677","8777"
"26.07.2020 12:45 - 26.07.2020 13:00","8582","8717"
"26.07.2020 13:00 - 26.07.2020 13:15","8504","8726"
"26.07.2020 13:15 - 26.07.2020 13:30","8402","8628"
"26.07.2020 13:30 - 26.07.2020 13:45","8323","8630"
"26.07.2020 13:45 - 26.07.2020 14:00","8267","8623"
"26.07.2020 14:00 - 26.07.2020 14:15","8253","8574"
"26.07.2020 14:15 - 26.07.2020 14:30","8247","8520"
"26.07.2020 14:30 - 26.07.2020 14:45","8237","8516"
"26.07.2020 14:45 - 26.07.2020 15:00","8216","8538"
"26.07.2020 15:00 - 26.07.2020 15:15","8248","8520"
"26.07.2020 15:15 - 26.07.2020 15:30","8331","8565"
"26.07.2020 15:30 - 26.07.2020 15:45","8399","8604"
"26.07.2020 15:45 - 26.07.2020 16:00","8455","8663"
"26.07.2020 16:00 - 26.07.2020 16:15","8507","8642"
"26.07.2020 16:15 - 26.07.2020 16:30","8604","8695"
"26.07.2020 16:30 - 26.07.2020 16:45","8779","8880"
"26.07.2020 16:45 - 26.07.2020 17:00","8986","9016"
"26.07.2020 17:00 - 26.07.2020 17:15","9257","9247"
"26.07.2020 17:15 - 26.07.2020 17:30","9619","9443"
"26.07.2020 17:30 - 26.07.2020 17:45","9951","9716"
"26.07.2020 17:45 - 26.07.2020 18:00","10230","9984"
"26.07.2020 18:00 - 26.07.2020 18:15","10447","10149"
"26.07.2020 18:15 - 26.07.2020 18:30","10643","10295"
"26.07.2020 18:30 - 26.07.2020 18:45","10798","10379"
"26.07.2020 18:45 - 26.07.2020 19:00","10944","10446"
"26.07.2020 19:00 - 26.07.2020 19:15","11115","10589"
"26.07.2020 19:15 - 26.07.2020 19:30","11335","10692"
"26.07.2020 19:30 - 26.07.2020 19:45","11560","10826"
"26.07.2020 19:45 - 26.07.2020 20:00","11754","10925"
"26.07.2020 20:00 - 26.07.2020 20:15","11924","11012"
"26.07.2020 20:15 - 26.07.2020 20:30","12047","11136"
"26.07.2020 20:30 - 26.07.2020 20:45","12180","11185"
"26.07.2020 20:45 - 26.07.2020 21:00","12272","11228"
"26.07.2020 21:00 - 26.07.2020 21:15","12318","11243"
"26.07.2020 21:15 - 26.07.2020 21:30","12363","11329"
"26.07.2020 21:30 - 26.07.2020 21:45","12412","11334"
"26.07.2020 21:45 - 26.07.2020 22:00","12454","11478"
"26.07.2020 22:00 - 26.07.2020 22:15","12527","11607"
"26.07.2020 22:15 - 26.07.2020 22:30","12615","11596"
"26.07.2020 22:30 - 26.07.2020 22:45","12651","11514"
"26.07.2020 22:45 - 26.07.2020 23:00","12610","11423"
"26.07.2020 23:00 - 26.07.2020 23:15","12531","11258"
"26.07.2020 23:15 - 26.07.2020 23:30","12446","11144"
"26.07.2020 23:30 - 26.07.2020 23:45","12296","11028"
"26.07.2020 23:45 - 27.07.2020 00:00","12137","10831"
"27.07.2020 00:00 - 27.07.2020 00:15","12051","10710"
"27.07.2020 00:15 - 27.07.2020 00:30","11992","10575"
"27.07.2020 00:30 - 27.07.2020 00:45","11934","10410"
"27.07.2020 00:45 - 27.07.2020 01:00","11836","10311"
"27.07.2020 01:00 - 27.07.2020 01:15","11715","10221"
"27.07.2020 01:15 - 27.07.2020 01:30","11617","10105"
"27.07.2020 01:30 - 27.07.2020 01:45","11554","10046"
"27.07.2020 01:45 - 27.07.2020 02:00","11477","9987"
"27.07.2020 02:00 - 27.07.2020 02:15","11414","9925"
"27.07.2020 02:15 - 27.07.2020 02:30","11369","9910"
"27.07.2020 02:30 - 27.07.2020 02:45","11320","9854"
"27.07.2020 02:45 - 27.07.2020 03:00","11280","9837"
"27.07.2020 03:00 - 27.07.2020 03:15","11267","9840"
"27.07.2020 03:15 - 27.07.2020 03:30","11285","9798"
"27.07.2020 03:30 - 27.07.2020 03:45","11271","9809"
"27.07.2020 03:45 - 27.07.2020 04:00","11254","9783"
"27.07.2020 04:00 - 27.07.2020 04:15","11244","9819"
"27.07.2020 04:15 - 27.07.2020 04:30","11260","9810"
"27.07.2020 04:30 - 27.07.2020 04:45","11286","9853"
"27.07.2020 04:45 - 27.07.2020 05:00","11297","9850"
"27.07.2020 05:00 - 27.07.2020 05:15","11356","10000"
"27.07.2020 05:15 - 27.07.2020 05:30","11440","10059"
"27.07.2020 05:30 - 27.07.2020 05:45","11492","10162"
"27.07.2020 05:45 - 27.07.2020 06:00","11539","10203"
"27.07.2020 06:00 - 27.07.2020 06:15","11652","10434"
"27.07.2020 06:15 - 27.07.2020 06:30","11819","10608"
"27.07.2020 06:30 - 27.07.2020 06:45","11951","10750"
"27.07.2020 06:45 - 27.07.2020 07:00","12040","10898"
"27.07.2020 07:00 - 27.07.2020 07:15","12122","11160"
"27.07.2020 07:15 - 27.07.2020 07:30","12204","11394"
"27.07.2020 07:30 - 27.07.2020 07:45","12278","11606"
"27.07.2020 07:45 - 27.07.2020 08:00","12296","11773"
"27.07.2020 08:00 - 27.07.2020 08:15","12282","11990"
"27.07.2020 08:15 - 27.07.2020 08:30","12234","12187"
"27.07.2020 08:30 - 27.07.2020 08:45","12168","12299"
"27.07.2020 08:45 - 27.07.2020 09:00","12055","12431"
"27.07.2020 09:00 - 27.07.2020 09:15","11929","12493"
"27.07.2020 09:15 - 27.07.2020 09:30","11813","12488"
"27.07.2020 09:30 - 27.07.2020 09:45","11611","12472"
"27.07.2020 09:45 - 27.07.2020 10:00","11421","12418"
"27.07.2020 10:00 - 27.07.2020 10:15","11279","12418"
"27.07.2020 10:15 - 27.07.2020 10:30","11155","12335"
"27.07.2020 10:30 - 27.07.2020 10:45","11012","12284"
"27.07.2020 10:45 - 27.07.2020 11:00","10884","12315"
"27.07.2020 11:00 - 27.07.2020 11:15","10770","12280"
"27.07.2020 11:15 - 27.07.2020 11:30","10627","12225"
"27.07.2020 11:30 - 27.07.2020 11:45","10522","12183"
"27.07.2020 11:45 - 27.07.2020 12:00","10489","12139"
"27.07.2020 12:00 - 27.07.2020 12:15","10396","12156"
"27.07.2020 12:15 - 27.07.2020 12:30","10296","12206"
"27.07.2020 12:30 - 27.07.2020 12:45","10270","12148"
"27.07.2020 12:45 - 27.07.2020 13:00","10149","12241"
"27.07.2020 13:00 - 27.07.2020 13:15","10094","12395"
"27.07.2020 13:15 - 27.07.2020 13:30","10118","12455"
"27.07.2020 13:30 - 27.07.2020 13:45","10134","12483"
"27.07.2020 13:45 - 27.07.2020 14:00","10110","12444"
"27.07.2020 14:00 - 27.07.2020 14:15","10123","12349"
"27.07.2020 14:15 - 27.07.2020 14:30","10132","12252"
"27.07.2020 14:30 - 27.07.2020 14:45","10099","12098"
"27.07.2020 14:45 - 27.07.2020 15:00","10081","12000"
"27.07.2020 15:00 - 27.07.2020 15:15","10096","11946"
"27.07.2020 15:15 - 27.07.2020 15:30","10145","11874"
"27.07.2020 15:30 - 27.07.2020 15:45","10224","11793"
"27.07.2020 15:45 - 27.07.2020 16:00","10270","11735"
"27.07.2020 16:00 - 27.07.2020 16:15","10348","11729"
"27.07.2020 16:15 - 27.07.2020 16:30","10459","11857"
"27.07.2020 16:30 - 27.07.2020 16:45","10639","11991"
"27.07.2020 16:45 - 27.07.2020 17:00","10837","12121"
"27.07.2020 17:00 - 27.07.2020 17:15","11123","12188"
"27.07.2020 17:15 - 27.07.2020 17:30","11430","12378"
"27.07.2020 17:30 - 27.07.2020 17:45","11728","12546"
"27.07.2020 17:45 - 27.07.2020 18:00","11908","12579"
"27.07.2020 18:00 - 27.07.2020 18:15","11984","12487"
"27.07.2020 18:15 - 27.07.2020 18:30","11995","12329"
"27.07.2020 18:30 - 27.07.2020 18:45","12119","12375"
"27.07.2020 18:45 - 27.07.2020 19:00","12250","12461"
"27.07.2020 19:00 - 27.07.2020 19:15","12421","12426"
"27.07.2020 19:15 - 27.07.2020 19:30","12658","12470"
"27.07.2020 19:30 - 27.07.2020 19:45","12866","12500"
"27.07.2020 19:45 - 27.07.2020 20:00","13030","12480"
"27.07.2020 20:00 - 27.07.2020 20:15","13225","12524"
"27.07.2020 20:15 - 27.07.2020 20:30","13411","12546"
"27.07.2020 20:30 - 27.07.2020 20:45","13566","12558"
"27.07.2020 20:45 - 27.07.2020 21:00","13674","12586"
"27.07.2020 21:00 - 27.07.2020 21:15","13739","12550"
"27.07.2020 21:15 - 27.07.2020 21:30","13775","12485"
"27.07.2020 21:30 - 27.07.2020 21:45","13750","12472"
"27.07.2020 21:45 - 27.07.2020 22:00","13734","12561"
"27.07.2020 22:00 - 27.07.2020 22:15","13809","12530"
"27.07.2020 22:15 - 27.07.2020 22:30","13918","12427"
"27.07.2020 22:30 - 27.07.2020 22:45","13974","12261"
"27.07.2020 22:45 - 27.07.2020 23:00","13895","12133"
"27.07.2020 23:00 - 27.07.2020 23:15","13790","12044"
"27.07.2020 23:15 - 27.07.2020 23:30","13728","11932"
"27.07.2020 23:30 - 27.07.2020 23:45","13595","11721"
"27.07.2020 23:45 - 28.07.2020 00:00","13406","11559"
"28.07.2020 00:00 - 28.07.2020 00:15","13231","11299"
"28.07.2020 00:15 - 28.07.2020 00:30","13081","11200"
"28.07.2020 00:30 - 28.07.2020 00:45","12942","11040"
"28.07.2020 00:45 - 28.07.2020 01:00","12802","10892"
"28.07.2020 01:00 - 28.07.2020 01:15","12682","10773"
"28.07.2020 01:15 - 28.07.2020 01:30","12569","10669"
"28.07.2020 01:30 - 28.07.2020 01:45","12455","10582"
"28.07.2020 01:45 - 28.07.2020 02:00","12332","10485"
"28.07.2020 02:00 - 28.07.2020 02:15","12273","10435"
"28.07.2020 02:15 - 28.07.2020 02:30","12221","10386"
"28.07.2020 02:30 - 28.07.2020 02:45","12157","10359"
"28.07.2020 02:45 - 28.07.2020 03:00","12118","10330"
"28.07.2020 03:00 - 28.07.2020 03:15","12097","10324"
"28.07.2020 03:15 - 28.07.2020 03:30","12080","10301"
"28.07.2020 03:30 - 28.07.2020 03:45","12034","10246"
"28.07.2020 03:45 - 28.07.2020 04:00","12007","10215"
"28.07.2020 04:00 - 28.07.2020 04:15","12004","10257"
"28.07.2020 04:15 - 28.07.2020 04:30","12015","10276"
"28.07.2020 04:30 - 28.07.2020 04:45","12012","10285"
"28.07.2020 04:45 - 28.07.2020 05:00","12025","10308"
"28.07.2020 05:00 - 28.07.2020 05:15","12078","10407"
"28.07.2020 05:15 - 28.07.2020 05:30","12114","10493"
"28.07.2020 05:30 - 28.07.2020 05:45","12137","10573"
"28.07.2020 05:45 - 28.07.2020 06:00","12181","10591"
"28.07.2020 06:00 - 28.07.2020 06:15","12255","10813"
"28.07.2020 06:15 - 28.07.2020 06:30","12404","10978"
"28.07.2020 06:30 - 28.07.2020 06:45","12555","11143"
"28.07.2020 06:45 - 28.07.2020 07:00","12633","11220"
"28.07.2020 07:00 - 28.07.2020 07:15","12718","11390"
"28.07.2020 07:15 - 28.07.2020 07:30","12857","11527"
"28.07.2020 07:30 - 28.07.2020 07:45","12977","11597"
"28.07.2020 07:45 - 28.07.2020 08:00","13064","11654"
"28.07.2020 08:00 - 28.07.2020 08:15","13126","11700"
"28.07.2020 08:15 - 28.07.2020 08:30","13103","11705"
"28.07.2020 08:30 - 28.07.2020 08:45","13052","11664"
"28.07.2020 08:45 - 28.07.2020 09:00","13004","11645"
"28.07.2020 09:00 - 28.07.2020 09:15","12934","11612"
"28.07.2020 09:15 - 28.07.2020 09:30","12833","11566"
"28.07.2020 09:30 - 28.07.2020 09:45","12709","11477"
"28.07.2020 09:45 - 28.07.2020 10:00","12601","11449"
"28.07.2020 10:00 - 28.07.2020 10:15","12524","11421"
"28.07.2020 10:15 - 28.07.2020 10:30","12442","11413"
"28.07.2020 10:30 - 28.07.2020 10:45","12350","11350"
"28.07.2020 10:45 - 28.07.2020 11:00","12304","11306"
"28.07.2020 11:00 - 28.07.2020 11:15","12257","11320"
"28.07.2020 11:15 - 28.07.2020 11:30","12219","11279"
"28.07.2020 11:30 - 28.07.2020 11:45","12188","11267"
"28.07.2020 11:45 - 28.07.2020 12:00","12119","11351"
"28.07.2020 12:00 - 28.07.2020 12:15","12065","11346"
"28.07.2020 12:15 - 28.07.2020 12:30","12036","11215"
"28.07.2020 12:30 - 28.07.2020 12:45","12014","11117"
"28.07.2020 12:45 - 28.07.2020 13:00","11825","11081"
"28.07.2020 13:00 - 28.07.2020 13:15","11817","11106"
"28.07.2020 13:15 - 28.07.2020 13:30","11926","11034"
"28.07.2020 13:30 - 28.07.2020 13:45","11947","10996"
"28.07.2020 13:45 - 28.07.2020 14:00","11871","10949"
"28.07.2020 14:00 - 28.07.2020 14:15","11823","10868"
"28.07.2020 14:15 - 28.07.2020 14:30","11800","10913"
"28.07.2020 14:30 - 28.07.2020 14:45","11791","10902"
"28.07.2020 14:45 - 28.07.2020 15:00","11839","10984"
"28.07.2020 15:00 - 28.07.2020 15:15","11836","10965"
"28.07.2020 15:15 - 28.07.2020 15:30","11840","10986"
"28.07.2020 15:30 - 28.07.2020 15:45","10349","11041"
"28.07.2020 15:45 - 28.07.2020 16:00","11916","11139"
"28.07.2020 16:00 - 28.07.2020 16:15","11973","11159"
"28.07.2020 16:15 - 28.07.2020 16:30","12028","11270"
"28.07.2020 16:30 - 28.07.2020 16:45","12124","11392"
"28.07.2020 16:45 - 28.07.2020 17:00","12290","11527"
"28.07.2020 17:00 - 28.07.2020 17:15","12530","11662"
"28.07.2020 17:15 - 28.07.2020 17:30","12776","11902"
"28.07.2020 17:30 - 28.07.2020 17:45","12991","12081"
"28.07.2020 17:45 - 28.07.2020 18:00","13204","12278"
"28.07.2020 18:00 - 28.07.2020 18:15","13223","12156"
"28.07.2020 18:15 - 28.07.2020 18:30","13107","12080"
"28.07.2020 18:30 - 28.07.2020 18:45","13093","12098"
"28.07.2020 18:45 - 28.07.2020 19:00","13143","12108"
"28.07.2020 19:00 - 28.07.2020 19:15","13192","12109"
"28.07.2020 19:15 - 28.07.2020 19:30","13232","12141"
"28.07.2020 19:30 - 28.07.2020 19:45","13352","12152"
"28.07.2020 19:45 - 28.07.2020 20:00","13465","12213"
"28.07.2020 20:00 - 28.07.2020 20:15","13599","12252"
"28.07.2020 20:15 - 28.07.2020 20:30","13717","12254"
"28.07.2020 20:30 - 28.07.2020 20:45","13781","12279"
"28.07.2020 20:45 - 28.07.2020 21:00","13811","12227"
"28.07.2020 21:00 - 28.07.2020 21:15","13820","12207"
"28.07.2020 21:15 - 28.07.2020 21:30","13829","12262"
"28.07.2020 21:30 - 28.07.2020 21:45","13840","12254"
"28.07.2020 21:45 - 28.07.2020 22:00","13844","12356"
"28.07.2020 22:00 - 28.07.2020 22:15","13874","12299"
"28.07.2020 22:15 - 28.07.2020 22:30","13946","12247"
"28.07.2020 22:30 - 28.07.2020 22:45","13957","12110"
"28.07.2020 22:45 - 28.07.2020 23:00","13823","11953"
"28.07.2020 23:00 - 28.07.2020 23:15","13717","11912"
"28.07.2020 23:15 - 28.07.2020 23:30","13627","11822"
"28.07.2020 23:30 - 28.07.2020 23:45","13467","11659"
"28.07.2020 23:45 - 29.07.2020 00:00","13290","11464"
"29.07.2020 00:00 - 29.07.2020 00:15","12655","11343"
"29.07.2020 00:15 - 29.07.2020 00:30","12512","11177"
"29.07.2020 00:30 - 29.07.2020 00:45","12371","11057"
"29.07.2020 00:45 - 29.07.2020 01:00","12232","10900"
"29.07.2020 01:00 - 29.07.2020 01:15","12100","10761"
"29.07.2020 01:15 - 29.07.2020 01:30","11972","10679"
"29.07.2020 01:30 - 29.07.2020 01:45","11894","10565"
"29.07.2020 01:45 - 29.07.2020 02:00","11811","10441"
"29.07.2020 02:00 - 29.07.2020 02:15","11757","10415"
"29.07.2020 02:15 - 29.07.2020 02:30","11712","10250"
"29.07.2020 02:30 - 29.07.2020 02:45","11658","10246"
"29.07.2020 02:45 - 29.07.2020 03:00","11629","10206"
"29.07.2020 03:00 - 29.07.2020 03:15","11592","10236"
"29.07.2020 03:15 - 29.07.2020 03:30","11560","10230"
"29.07.2020 03:30 - 29.07.2020 03:45","11513","10162"
"29.07.2020 03:45 - 29.07.2020 04:00","11480","10181"
"29.07.2020 04:00 - 29.07.2020 04:15","11497","10177"
"29.07.2020 04:15 - 29.07.2020 04:30","11521","10184"
"29.07.2020 04:30 - 29.07.2020 04:45","11536","10212"
"29.07.2020 04:45 - 29.07.2020 05:00","11542","10174"
"29.07.2020 05:00 - 29.07.2020 05:15","11587","10306"
"29.07.2020 05:15 - 29.07.2020 05:30","11654","10367"
"29.07.2020 05:30 - 29.07.2020 05:45","11695","10415"
"29.07.2020 05:45 - 29.07.2020 06:00","11751","10449"
"29.07.2020 06:00 - 29.07.2020 06:15","11900","10633"
"29.07.2020 06:15 - 29.07.2020 06:30","12062","10765"
"29.07.2020 06:30 - 29.07.2020 06:45","12204","10846"
"29.07.2020 06:45 - 29.07.2020 07:00","12319","10880"
"29.07.2020 07:00 - 29.07.2020 07:15","12456","11027"
"29.07.2020 07:15 - 29.07.2020 07:30","12558","11128"
